Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
0,0,01/03/2018 08:36:25,60997585,2,0,0,0,0,0,0,0,0,0,0,0,0,0.032788183,61000000,0,61000000,61000000,61000000,61000000,0,61000000,61000000,0,0,0,0,0,0,0,0,0,0,0,0.032788183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,Benign
0,0,01/03/2018 08:38:27,61997523,3,0,0,0,0,0,0,0,0,0,0,0,0,0.04838903,31000000,42400000,61000000,999976,62000000,31000000,42400000,61000000,999976,0,0,0,0,0,0,0,0,0,0,0,0.04838903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,Benign
0,0,01/03/2018 08:40:30,60997570,2,0,0,0,0,0,0,0,0,0,0,0,0,0.032788191,61000000,0,61000000,61000000,61000000,61000000,0,61000000,61000000,0,0,0,0,0,0,0,0,0,0,0,0.032788191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,Benign
67,17,01/03/2018 08:36:36,90870584,9,0,2700,0,300,300,300,0,0,0,0,0,29.71258554,0.099041952,11400000,9577239.497,31500000,3874536,90900000,11400000,9577239.497,31500000,3874536,0,0,0,0,0,0,0,0,0,72,0,0.099041952,0,300,300,300,0,0,0,0,0,0,0,0,0,0,0,333.3333333,300,0,0,0,0,0,0,0,9,2700,0,0,-1,-1,8,8,5913068,2707650.458,7827666,3998470,15800000,9721310.534,31500000,7398661,Benign
0,0,01/03/2018 08:42:32,62013106,3,0,0,0,0,0,0,0,0,0,0,0,0,0.048376871,31000000,42400000,61000000,999954,62000000,31000000,42400000,61000000,999954,0,0,0,0,0,0,0,0,0,0,0,0.048376871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,Benign
0,0,01/03/2018 08:44:35,60997565,2,0,0,0,0,0,0,0,0,0,0,0,0,0.032788194,61000000,0,61000000,61000000,61000000,61000000,0,61000000,61000000,0,0,0,0,0,0,0,0,0,0,0,0.032788194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,Benign
0,0,01/03/2018 08:46:37,61997502,3,0,0,0,0,0,0,0,0,0,0,0,0,0.048389046,31000000,42400000,61000000,999949,62000000,31000000,42400000,61000000,999949,0,0,0,0,0,0,0,0,0,0,0,0.048389046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,999949,0,999949,999949,61000000,0,61000000,61000000,Benign
0,0,01/03/2018 08:48:40,62013129,3,0,0,0,0,0,0,0,0,0,0,0,0,0.048376853,31000000,42400000,61000000,999948,62000000,31000000,42400000,61000000,999948,0,0,0,0,0,0,0,0,0,0,0,0.048376853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,Benign
67,17,01/03/2018 08:43:40,93011415,9,0,2700,0,300,300,300,0,0,0,0,0,29.02869503,0.096762317,11600000,9546320.186,31900000,3750155,93000000,11600000,9546320.186,31900000,3750155,0,0,0,0,0,0,0,0,0,72,0,0.096762317,0,300,300,300,0,0,0,0,0,0,0,0,0,0,0,333.3333333,300,0,0,0,0,0,0,0,9,2700,0,0,-1,-1,8,8,6194921.5,2110116.237,7686999,4702844,16100000,9587352.338,31900000,7999771,Benign
0,0,01/03/2018 08:50:43,60997585,2,0,0,0,0,0,0,0,0,0,0,0,0,0.032788183,61000000,0,61000000,61000000,61000000,61000000,0,61000000,61000000,0,0,0,0,0,0,0,0,0,0,0,0.032788183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,Benign
0,0,01/03/2018 08:52:45,61997505,3,0,0,0,0,0,0,0,0,0,0,0,0,0.048389044,31000000,42400000,61000000,999967,62000000,31000000,42400000,61000000,999967,0,0,0,0,0,0,0,0,0,0,0,0.048389044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,999967,0,999967,999967,61000000,0,61000000,61000000,Benign
0,0,01/03/2018 08:54:48,60997618,2,0,0,0,0,0,0,0,0,0,0,0,0,0.032788166,61000000,0,61000000,61000000,61000000,61000000,0,61000000,61000000,0,0,0,0,0,0,0,0,0,0,0,0.032788166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,Benign
67,17,01/03/2018 08:50:46,95980063,9,0,2700,0,300,300,300,0,0,0,0,0,28.13084213,0.093769474,12000000,9900653.862,32900000,3468596,96000000,12000000,9900653.862,32900000,3468596,0,0,0,0,0,0,0,0,0,72,0,0.093769474,0,300,300,300,0,0,0,0,0,0,0,0,0,0,0,333.3333333,300,0,0,0,0,0,0,0,9,2700,0,0,-1,-1,8,8,6131909.5,3215288.78,8405462,3858357,16700000,9807007.256,32900000,8859054,Benign
0,0,01/03/2018 08:56:50,60997607,2,0,0,0,0,0,0,0,0,0,0,0,0,0.032788172,61000000,0,61000000,61000000,61000000,61000000,0,61000000,61000000,0,0,0,0,0,0,0,0,0,0,0,0.032788172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,Benign
0,0,01/03/2018 08:58:52,60997572,2,0,0,0,0,0,0,0,0,0,0,0,0,0.03278819,61000000,0,61000000,61000000,61000000,61000000,0,61000000,61000000,0,0,0,0,0,0,0,0,0,0,0,0.03278819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,Benign
0,0,01/03/2018 09:00:54,60997596,2,0,0,0,0,0,0,0,0,0,0,0,0,0.032788177,61000000,0,61000000,61000000,61000000,61000000,0,61000000,61000000,0,0,0,0,0,0,0,0,0,0,0,0.032788177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,Benign
0,0,01/03/2018 09:02:56,60997556,2,0,0,0,0,0,0,0,0,0,0,0,0,0.032788199,61000000,0,61000000,61000000,61000000,61000000,0,61000000,61000000,0,0,0,0,0,0,0,0,0,0,0,0.032788199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,Benign
67,17,01/03/2018 08:57:55,93339634,9,0,2700,0,300,300,300,0,0,0,0,0,28.92661868,0.096422062,11700000,9625219.343,31900000,3749658,93300000,11700000,9625219.343,31900000,3749658,0,0,0,0,0,0,0,0,0,72,0,0.096422062,0,300,300,300,0,0,0,0,0,0,0,0,0,0,0,333.3333333,300,0,0,0,0,0,0,0,9,2700,0,0,-1,-1,8,8,6319451,1867450.624,7639938,4998964,16100000,9757616.992,31900000,7937168,Benign
0,0,01/03/2018 09:04:58,61997555,3,0,0,0,0,0,0,0,0,0,0,0,0,0.048389005,31000000,42400000,61000000,999982,62000000,31000000,42400000,61000000,999982,0,0,0,0,0,0,0,0,0,0,0,0.048389005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,Benign
0,0,01/03/2018 09:07:01,60997584,2,0,0,0,0,0,0,0,0,0,0,0,0,0.032788184,61000000,0,61000000,61000000,61000000,61000000,0,61000000,61000000,0,0,0,0,0,0,0,0,0,0,0,0.032788184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,Benign
0,0,01/03/2018 09:09:03,60997591,2,0,0,0,0,0,0,0,0,0,0,0,0,0.03278818,61000000,0,61000000,61000000,61000000,61000000,0,61000000,61000000,0,0,0,0,0,0,0,0,0,0,0,0.03278818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,Benign
67,17,01/03/2018 09:05:02,96167539,9,0,2700,0,300,300,300,0,0,0,0,0,28.07600182,0.093586673,12000000,9956773.559,33000000,3608379,96200000,12000000,9956773.559,33000000,3608379,0,0,0,0,0,0,0,0,0,72,0,0.093586673,0,300,300,300,0,0,0,0,0,0,0,0,0,0,0,333.3333333,300,0,0,0,0,0,0,0,9,2700,0,0,-1,-1,8,8,6616244,4253763.477,9624109,3608379,16600000,10200000,33000000,7421562,Benign
0,0,01/03/2018 09:11:05,60997571,2,0,0,0,0,0,0,0,0,0,0,0,0,0.032788191,61000000,0,61000000,61000000,61000000,61000000,0,61000000,61000000,0,0,0,0,0,0,0,0,0,0,0,0.032788191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,Benign
0,0,01/03/2018 09:13:07,61997553,3,0,0,0,0,0,0,0,0,0,0,0,0,0.048389007,31000000,42400000,61000000,999982,62000000,31000000,42400000,61000000,999982,0,0,0,0,0,0,0,0,0,0,0,0.048389007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,999982,0,999982,999982,61000000,0,61000000,61000000,Benign
0,0,01/03/2018 08:46:47,152938,3,0,0,0,0,0,0,0,0,0,0,0,0,19.61579202,76469,104813.024,150583,2355,152938,76469,104813.024,150583,2355,0,0,0,0,0,0,0,0,0,0,0,19.61579202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,Benign
0,0,01/03/2018 09:15:10,61013195,2,0,0,0,0,0,0,0,0,0,0,0,0,0.032779795,61000000,0,61000000,61000000,61000000,61000000,0,61000000,61000000,0,0,0,0,0,0,0,0,0,0,0,0.032779795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,Benign
67,17,01/03/2018 09:12:12,92777105,9,0,2700,0,300,300,300,0,0,0,0,0,29.10200744,0.097006691,11600000,10000000,33000000,3421909,92800000,11600000,10000000,33000000,3421909,0,0,0,0,0,0,0,0,0,72,0,0.097006691,0,300,300,300,0,0,0,0,0,0,0,0,0,0,0,333.3333333,300,0,0,0,0,0,0,0,9,2700,0,0,-1,-1,8,8,5702275.5,2430982.909,7421240,3983311,16300000,10100000,33000000,7999643,Benign
0,0,01/03/2018 09:17:12,61997543,3,0,0,0,0,0,0,0,0,0,0,0,0,0.048389014,31000000,42400000,61000000,1000004,62000000,31000000,42400000,61000000,1000004,0,0,0,0,0,0,0,0,0,0,0,0.048389014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,Benign
0,0,01/03/2018 09:19:15,60997550,2,0,0,0,0,0,0,0,0,0,0,0,0,0.032788202,61000000,0,61000000,61000000,61000000,61000000,0,61000000,61000000,0,0,0,0,0,0,0,0,0,0,0,0.032788202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,Benign
0,0,01/03/2018 09:21:17,61013170,2,0,0,0,0,0,0,0,0,0,0,0,0,0.032779808,61000000,0,61000000,61000000,61000000,61000000,0,61000000,61000000,0,0,0,0,0,0,0,0,0,0,0,0.032779808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,Benign
0,0,01/03/2018 09:23:19,60997542,2,0,0,0,0,0,0,0,0,0,0,0,0,0.032788206,61000000,0,61000000,61000000,61000000,61000000,0,61000000,61000000,0,0,0,0,0,0,0,0,0,0,0,0.032788206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,Benign
67,17,01/03/2018 09:18:49,93620708,9,0,2700,0,300,300,300,0,0,0,0,0,28.83977335,0.096132578,11700000,9415114.92,31900000,3999739,93600000,11700000,9415114.92,31900000,3999739,0,0,0,0,0,0,0,0,0,72,0,0.096132578,0,300,300,300,0,0,0,0,0,0,0,0,0,0,0,333.3333333,300,0,0,0,0,0,0,0,9,2700,0,0,-1,-1,8,8,6960368.5,4186962.392,9920998,3999739,15900000,9753026.851,31900000,7968485,Benign
0,0,01/03/2018 09:25:21,61997521,3,0,0,0,0,0,0,0,0,0,0,0,0,0.048389032,31000000,42400000,61000000,999921,62000000,31000000,42400000,61000000,999921,0,0,0,0,0,0,0,0,0,0,0,0.048389032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,Benign
0,0,01/03/2018 09:27:24,61013223,2,0,0,0,0,0,0,0,0,0,0,0,0,0.03277978,61000000,0,61000000,61000000,61000000,61000000,0,61000000,61000000,0,0,0,0,0,0,0,0,0,0,0,0.03277978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,Benign
0,0,01/03/2018 09:29:26,60997557,2,0,0,0,0,0,0,0,0,0,0,0,0,0.032788198,61000000,0,61000000,61000000,61000000,61000000,0,61000000,61000000,0,0,0,0,0,0,0,0,0,0,0,0.032788198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,Benign
67,17,01/03/2018 09:25:55,95558168,9,0,2700,0,300,300,300,0,0,0,0,0,28.25504147,0.094183472,11900000,9652594.702,32500000,3967725,95600000,11900000,9652594.702,32500000,3967725,0,0,0,0,0,0,0,0,0,72,0,0.094183472,0,300,300,300,0,0,0,0,0,0,0,0,0,0,0,333.3333333,300,0,0,0,0,0,0,0,9,2700,0,0,-1,-1,8,8,6428717.5,3480368.97,8889710,3967725,16500000,9618543.826,32500000,8843418,Benign
0,0,01/03/2018 09:31:28,60997559,2,0,0,0,0,0,0,0,0,0,0,0,0,0.032788197,61000000,0,61000000,61000000,61000000,61000000,0,61000000,61000000,0,0,0,0,0,0,0,0,0,0,0,0.032788197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,61000000,0,61000000,61000000,Benign
